"StudyArea" "YearsDivided" "Habitat" "lat" "lon"
"2385" "Terschelling" "1961 - 1980 " "Marsh" 53.38311 5.20635
"2386" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"2387" "Terschelling" "1937 - 1960" "Marsh" 53.39071 5.21436
"2388" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.4248
"2390" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"2391" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"2392" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2393" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.39073 5.22939
"2394" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.37969
"2395" "Terschelling" "1981 - 2000 " "Open water" 53.35479 5.22952
"2396" "Terschelling" "1981 - 2000 " "Brushwood" 53.41779 5.37969
"2397" "Terschelling" "1937 - 1960" "Heathland" 53.41778 5.33457
"2398" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38774 5.282
"2399" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"2400" "Terschelling" "1937 - 1960" "Forest" 53.40875 5.27443
"2401" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38222 5.24971
"2402" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44243 5.51888
"2403" "Terschelling" "2001 - 2013" "Heathland" 53.40881 5.33491
"2404" "Terschelling" "1937 - 1960" "Marsh" 53.39075 5.24442
"2405" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38669 5.22715
"2406" "Terschelling" "1961 - 1980 " "Marsh" 53.39972 5.22935
"2407" "Terschelling" "1937 - 1960" "Open water" 53.36376 5.21447
"2408" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42923 5.4992
"2409" "Terschelling" "1961 - 1980 " "Saltmarch" 53.42676 5.43986
"2410" "Terschelling" "1937 - 1960" "Heathland" 53.38173 5.21439
"2411" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41325 5.3527
"2412" "Terschelling" "1981 - 2000 " "Heathland" 53.39981 5.33459
"2413" "Terschelling" "1981 - 2000 " "Marsh" 53.36741 5.20114
"2414" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.35842 5.20189
"2415" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"2416" "Terschelling" "1961 - 1980 " "Heathland" 53.37269 5.18438
"2417" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.4088 5.34962
"2418" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.3726 5.29422
"2419" "Terschelling" "2001 - 2013" "Saltmarch" 53.43779 5.52149
"2420" "Terschelling" "1961 - 1980 " "Heathland" 53.39078 5.27448
"2421" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.38181 5.28953
"2422" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.43574 5.45492
"2423" "Terschelling" "1981 - 2000 " "Marsh" 53.39415 5.27289
"2424" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"2425" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.39412 5.31552
"2426" "Terschelling" "1981 - 2000 " "Saltmarch" 53.43573 5.46996
"2427" "Terschelling" "1981 - 2000 " "Heathland" 53.41283 5.32781
"2428" "Terschelling" "1981 - 2000 " "Open water" 53.35477 5.2145
"2429" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36687 5.19718
"2430" "Terschelling" "1961 - 1980 " "Open water" 53.39974 5.24439
"2431" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.35974 5.20029
"2432" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"2433" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4047 5.414
"2434" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40879 5.33458
"2435" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.39473
"2436" "Terschelling" "2001 - 2013" "Saltmarch" 53.44066 5.49239
"2437" "Terschelling" "1961 - 1980 " "Open water" 53.37283 5.28955
"2438" "Terschelling" "1961 - 1980 " "Open water" 53.40875 5.27443
"2439" "Terschelling" "2001 - 2013" "Saltmarch" 53.41263 5.4572
"2440" "Terschelling" "1961 - 1980 " "Open water" 53.3817 5.19937
"2441" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.39081 5.30454
"2442" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.40729 5.40794
"2443" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36173 5.20238
"2444" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38195 5.21327
"2445" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.42367 5.40218
"2446" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36148 5.1957
"2447" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.4088 5.34962
"2448" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.40542 5.40205
"2449" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44243 5.51888
"2450" "Terschelling" "1981 - 2000 " "Marsh" 53.4088 5.34962
"2451" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.40862 5.40053
"2452" "Terschelling" "1937 - 1960" "Saltmarch" 53.39982 5.39473
"2453" "Terschelling" "1981 - 2000 " "Marsh" 53.36373 5.19944
"2454" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2455" "Terschelling" "1981 - 2000 " "Marsh" 53.41711 5.36352
"2456" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40875 5.27443
"2457" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41559 5.35796
"2458" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.4088 5.4248
"2459" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.34962
"2460" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36784 5.20103
"2461" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2462" "Terschelling" "1961 - 1980 " "Heathland" 53.39982 5.36466
"2463" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36373 5.19944
"2464" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"2465" "Terschelling" "1961 - 1980 " "Open water" 53.39071 5.21436
"2466" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36416 5.18667
"2467" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"2468" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.40629 5.31149
"2469" "Terschelling" "1937 - 1960" "Marsh" 53.3817 5.19937
"2470" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42004 5.39849
"2471" "Terschelling" "1981 - 2000 " "Saltmarch" 53.41666 5.43962
"2472" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.39981 5.33459
"2473" "Terschelling" "2001 - 2013" "Heathland" 53.40292 5.29688
"2474" "Terschelling" "1961 - 1980 " "Open water" 53.36383 5.27455
"2475" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.37272 5.19941
"2476" "Terschelling" "2001 - 2013" "Saltmarch" 53.42021 5.44888
"2477" "Terschelling" "1937 - 1960" "Open water" 53.40875 5.27443
"2478" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2479" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36098 5.20539
"2480" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.36383 5.27455
"2481" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.36796 5.20186
"2482" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41289 5.38954
"2483" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36241 5.20272
"2484" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"2485" "Terschelling" "1981 - 2000 " "Heathland" 53.37267 5.19918
"2486" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2487" "Terschelling" "1981 - 2000 " "Marsh" 53.37224 5.18363
"2488" "Terschelling" "2001 - 2013" "Saltmarch" 53.43871 5.51341
"2489" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"2490" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.4088 5.34962
"2491" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39395 5.255
"2492" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39972 5.22935
"2493" "Terschelling" "1961 - 1980 " "Marsh" 53.40879 5.33458
"2494" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.40976
"2495" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.40976
"2496" "Terschelling" "1981 - 2000 " "Marsh" 53.41194 5.33082
"2497" "Terschelling" "1961 - 1980 " "Open water" 53.38173 5.21439
"2498" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2499" "Terschelling" "1961 - 1980 " "Marsh" 53.38329 5.2095
"2500" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"2501" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42004 5.39849
"2502" "Terschelling" "1981 - 2000 " "Saltmarch" 53.39982 5.40976
"2503" "Terschelling" "1981 - 2000 " "Open water" 53.3998 5.31956
"2504" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.38991 5.25877
"2505" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42641 5.43539
"2506" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.34962
"2507" "Terschelling" "1961 - 1980 " "Heathland" 53.41195 5.40901
"2508" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.40812 5.45141
"2509" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"2510" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42525 5.47086
"2511" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"2512" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"2513" "Terschelling" "1981 - 2000 " "Open water" 53.39982 5.39473
"2514" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42187 5.41586
"2515" "Terschelling" "2001 - 2013" "Saltmarch" 53.41996 5.48261
"2516" "Terschelling" "1937 - 1960" "Heathland" 53.39071 5.21436
"2517" "Terschelling" "1981 - 2000 " "Saltmarch" 53.41032 5.46563
"2518" "Terschelling" "1961 - 1980 " "Marsh" 53.4088 5.4248
"2519" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"2520" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.37272 5.19941
"2521" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.4088 5.39473
"2522" "Terschelling" "1981 - 2000 " "Marsh" 53.35913 5.20664
"2523" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.41506 5.35832
"2524" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42183 5.39849
"2525" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39974 5.24439
"2526" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.37404 5.18212
"2527" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"2528" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.40744 5.33233
"2529" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.40875 5.49998
"2530" "Terschelling" "2001 - 2013" "Saltmarch" 53.42562 5.43908
"2531" "Terschelling" "2001 - 2013" "Saltmarch" 53.43985 5.49394
"2532" "Terschelling" "1961 - 1980 " "Open water" 53.36383 5.27455
"2533" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.4088 5.39473
"2534" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36694 5.20152
"2535" "Terschelling" "1981 - 2000 " "Saltmarch" 53.3589 5.20689
"2536" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2537" "Terschelling" "2001 - 2013" "Saltmarch" 53.407 5.4171
"2538" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.40875 5.27443
"2539" "Terschelling" "1981 - 2000 " "Saltmarch" 53.35477 5.2145
"2540" "Terschelling" "1981 - 2000 " "Saltmarch" 53.35477 5.2145
"2541" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.39473
"2542" "Terschelling" "1981 - 2000 " "Brushwood" 53.37356 5.19181
"2543" "Terschelling" "1937 - 1960" "Heathland" 53.40878 5.30451
"2544" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.40605 5.41447
"2545" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41284 5.35036
"2546" "Terschelling" "1981 - 2000 " "Saltmarch" 53.40879 5.45487
"2547" "Terschelling" "1937 - 1960" "Marsh" 53.4088 5.4248
"2548" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4202 5.45307
"2549" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.39274 5.33001
"2550" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42844 5.43124
"2551" "Terschelling" "1961 - 1980 " "Heathland" 53.42677 5.40977
"2552" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"2553" "Terschelling" "1961 - 1980 " "Heathland" 53.39075 5.24442
"2554" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"2555" "Terschelling" "1961 - 1980 " "Open water" 53.3832 5.20665
"2556" "Terschelling" "1961 - 1980 " "Heathland" 53.37281 5.22968
"2557" "Terschelling" "1981 - 2000 " "Marsh" 53.39981 5.33459
"2558" "Terschelling" "2001 - 2013" "Saltmarch" 53.43865 5.51968
"2559" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.40976
"2560" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.42081 5.41866
"2561" "Terschelling" "1981 - 2000 " "Open water" 53.37269 5.18438
"2562" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42028 5.44184
"2563" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40875 5.27443
"2564" "Terschelling" "1937 - 1960" "Marsh" 53.39066 5.1843
"2565" "Terschelling" "1961 - 1980 " "Saltmarch" 53.40875 5.49998
"2566" "Terschelling" "1937 - 1960" "Marsh" 53.42677 5.42482
"2567" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.42677 5.39473
"2568" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.36373 5.19944
"2569" "Terschelling" "1937 - 1960" "Saltmarch" 53.40875 5.49998
"2570" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"2571" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.39082 5.31957
"2572" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"2573" "Terschelling" "2001 - 2013" "Marsh" 53.36093 5.20371
"2574" "Terschelling" "1981 - 2000 " "Saltmarch" 53.41522 5.45194
"2575" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.37695 5.24407
"2576" "Terschelling" "1981 - 2000 " "Open water" 53.4088 5.34962
"2577" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"2578" "Terschelling" "2001 - 2013" "Forest" 53.36383 5.27455
"2579" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44243 5.51888
"2580" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.34962
"2581" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40866 5.19925
"2582" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.40787 5.4346
"2583" "Terschelling" "1937 - 1960" "Saltmarch" 53.36383 5.27455
"2584" "Terschelling" "1981 - 2000 " "Heathland" 53.4137 5.36593
"2585" "Terschelling" "2001 - 2013" "Forest" 53.4079 5.40988
"2586" "Terschelling" "1961 - 1980 " "Heathland" 53.37269 5.18438
"2587" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2588" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.43573 5.46996
"2589" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39574 5.25049
"2590" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.39073 5.22939
"2591" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"2592" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.40579 5.38157
"2593" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39211 5.25569
"2594" "Terschelling" "1961 - 1980 " "Dry disturbed environment" 53.4088 5.4248
"2595" "Terschelling" "1981 - 2000 " "Open water" 53.35716 5.22012
"2596" "Terschelling" "1937 - 1960" "Heathland" 53.36373 5.19944
"2597" "Terschelling" "1961 - 1980 " "Open water" 53.4088 5.34962
"2598" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36415 5.20105
"2599" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"2600" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.4088 5.34962
"2601" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36222 5.20214
"2602" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.39473
"2603" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.36383 5.27455
"2604" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.43185 5.4368
"2605" "Terschelling" "1981 - 2000 " "Heathland" 53.36849 5.19962
"2606" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.40385 5.34135
"2607" "Terschelling" "1981 - 2000 " "Open water" 53.38173 5.21439
"2608" "Terschelling" "1981 - 2000 " "Saltmarch" 53.41779 5.40977
"2609" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"2610" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41779 5.39473
"2611" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36373 5.19944
"2612" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"2613" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44243 5.51888
"2614" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41594 5.35555
"2615" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.40977
"2616" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"2617" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39071 5.21436
"2618" "Terschelling" "1961 - 1980 " "Heathland" 53.38175 5.22942
"2619" "Terschelling" "2001 - 2013" "Saltmarch" 53.40498 5.39728
"2620" "Terschelling" "1981 - 2000 " "Open water" 53.4088 5.34962
"2621" "Terschelling" "2001 - 2013" "Saltmarch" 53.36373 5.19944
"2622" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41644 5.41353
"2623" "Terschelling" "1981 - 2000 " "Open water" 53.4088 5.34962
"2624" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.34962
"2625" "Terschelling" "1981 - 2000 " "Saltmarch" 53.40475 5.40301
"2626" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.41194 5.33082
"2627" "Terschelling" "1961 - 1980 " "Saltmarch" 53.36378 5.22949
"2628" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.3672 5.22582
"2629" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36173 5.20238
"2630" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.3811 5.25214
"2631" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.37269 5.18438
"2632" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.36373 5.19944
"2633" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"2634" "Terschelling" "1981 - 2000 " "Brushwood" 53.37272 5.19941
"2635" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38618 5.26072
"2636" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"2637" "Terschelling" "1961 - 1980 " "Heathland" 53.36373 5.19944
"2638" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.39081 5.30454
"2639" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41375 5.39247
"2640" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.4248
"2641" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.4088 5.34962
"2642" "Terschelling" "1961 - 1980 " "Saltmarch" 53.42676 5.43986
"2643" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.41692 5.43846
"2644" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"2645" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"2646" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40875 5.27443
"2647" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.36175 5.20298
"2648" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.36181 5.20376
"2649" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42273 5.39999
"2650" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.37969
"2651" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39974 5.24439
"2652" "Terschelling" "2001 - 2013" "Saltmarch" 53.41364 5.46933
"2653" "Terschelling" "1961 - 1980 " "Saltmarch" 53.36333 5.18842
"2654" "Terschelling" "1981 - 2000 " "Marsh" 53.42798 5.42173
"2655" "Terschelling" "1981 - 2000 " "Heathland" 53.41505 5.38382
"2656" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42093 5.39999
"2657" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.38181 5.28953
"2658" "Terschelling" "2001 - 2013" "Saltmarch" 53.37435 5.29539
"2659" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42273 5.39849
"2660" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"2661" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.42828 5.43192
"2662" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36859 5.20192
"2663" "Terschelling" "1937 - 1960" "Open water" 53.36378 5.22949
"2664" "Terschelling" "2001 - 2013" "Saltmarch" 53.36398 5.18238
"2665" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.37699 5.26606
"2666" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.3923 5.27723
"2667" "Terschelling" "1961 - 1980 " "Heathland" 53.38186 5.21372
"2668" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.35936 5.20694
"2669" "Terschelling" "1981 - 2000 " "Heathland" 53.39981 5.33459
"2670" "Terschelling" "1981 - 2000 " "Open water" 53.38184 5.33461
"2671" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.36373 5.19944
"2672" "Terschelling" "1937 - 1960" "Heathland" 53.39974 5.24439
"2673" "Terschelling" "1981 - 2000 " "Marsh" 53.4088 5.34962
"2674" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.37319 5.22382
